0列,1列,2列,3列,4列,5列,6列,7列,8列,9列,10列,11列,12列,13列,14列,15列,16列,17列,18列,19列,20列,21列,22列,23列,24列,25列,26列,27列,28列,29列,30列,31列,32列,33列,34列,35列,36列,37列,38列,39列,40列,41列,42列,43列,44列,45列,46列,47列,48列,49列,50列,51列,52列,53列
0.119998932,-0.119998932,-0.134998322,0.003810883,0.1553936,-0.020000458,0.980003357,-0.063332558,0.009082794,-0.459999084,1.089996338,0.733333588,0.470001221,0.260000229,0.13999939,0.600002289,-0.189731598,-0.300003052,-0.125,0.069999695,-0.26999855,-0.409999847,-0.220001221,0.220001221,0.123334885,0.009321213,-0.009998322,0.030000687,0.020000458,0.13999939,0.380001068,0.400024414,-0.035015106,0.294998169,-0.379997253,0.012142897,0.119998932,0.190000534,0.140001297,-0.158100128,0.119998932,-0.599998474,-0.079998016,0.13999939,0.13999939,0.209999084,-0.120000839,0.259998322,-0.105464935,0.050003052,0.13999939,-0.180000305,0.145000458,-0.180000305
0.715000153,0.61000061,0.845001221,0.495506287,0.070840836,-0.020000458,-0.790000916,-0.150000572,0,0.279998779,0.209999084,-0.166667938,-0.159999847,-0.190000534,0.11000061,-0.490001678,0.275566101,0.629997253,0.145000458,-0.75,0.329999924,0.220001221,-0.169998169,0.159999847,0.070001602,0.167798996,0.199996948,0.010000229,0.869998932,0.010000229,-0.260002136,-2,0.280097961,0.180000305,-1.349998474,0.032142878,0.309997559,-0.229999542,-0.079999924,0.342556,0.5,-0.040000916,0.169998169,0.029998779,0.5,0.180000305,0.149999619,0.060001373,-0.335571289,0.109996796,0.034999847,0.159999847,0.26499939,-0.094997406
-0.625,-0.069999695,-0.340000153,-0.224884033,-0.242230415,-0.039999008,0.260002136,-0.199999809,-0.004541397,-0.450000763,-0.5,-0.366668701,-0.330001831,-0.109999657,-0.079999924,-0.909999847,-0.835735321,0.25,0.159999847,-0.350006104,-0.25,0.349998474,0.169998169,0.270000458,-0.153333664,-0.093221664,0.654998779,0.095001221,0.119998932,-0.059999466,-0.200000763,4,-0.078777313,-0.405002594,0,0.01285708,-0.180000305,0.469999313,0.510000229,-0.263504028,0.330001831,-1.219997406,-0.349998474,-0.63999939,0.189998627,-0.080001831,0.159999847,0.080001831,0.143814087,-0.220001221,-0.104999542,-0.349998474,0.334999084,-0.275001526
-0.694999695,-0.25,-0.614997864,-0.525999069,-0.159962654,-0.25,0.440002441,0.156666756,0.090826035,-1.059997559,0.699996948,-0.173332214,-0.849998474,-0.25,-0.049999237,-0.650001526,0.009033203,-0.199996948,-0.079999924,-0.019996643,-0.270000458,-0.189998627,-0.219997406,-0.409999847,-0.253334045,-0.330936432,-0.38999939,-0.354999542,-0.319999695,-0.454999924,-1.010002136,-7.800048828,-0.183811188,-0.549999237,-1.459999084,0.008571386,0.25,0.190000534,0.520000458,-0.210803986,0.060001373,-0.539997101,0.079998016,-0.5,0.330001831,0.040000916,0.079999924,-0.119998932,-0.651966095,-1.040000916,0.020000458,0.040000916,0.219999313,-0.13999939
-0.444999695,-0.580001831,-0.665000916,-0.083854675,-0.219378471,0.300001144,-0.720001221,-0.119999886,0.03178978,0.029998779,-0.13999939,0.126667023,0.599998474,-0.239999771,0.13999939,-2.559997559,-0.43819809,-0.409999847,-0.284999847,-0.11000061,-0.079999924,-0.5,-0.379999161,-0.150001526,-0.170000076,-0.195764542,-0.525001526,-0.220001221,0.280000687,0.020000458,-0.540000916,7,-0.043762207,-0.090000153,1.349998474,0.000714302,0.049999237,0.220001221,0.409999847,-0.263504028,-0.540000916,1.720001221,0.199996948,0.840000153,-0.419998169,-0.200000763,-0.169998169,-0.380001068,-0.460208893,-0.720001221,-0.324996948,-0.120000839,0.13999939,-1.61000061
0.740001678,0.299999237,0.895000458,0.598419189,0.411334991,-0.149999619,-0.069999695,0.126666069,0.027247429,0.780002594,0.870002747,0.413333893,0.380001068,0.369999886,0.329999924,0.099998474,-0.474338531,0.680000305,0.324998856,-0.319999695,-0.129999161,0.329998016,-0.049999237,0.079998016,-0.043333054,0.302970886,-0.059997559,-0.120000839,0.129999161,0.154998779,-0.710002899,16.20007324,0.026260376,0.215000153,0.86000061,0.052857161,0.25,0.38999939,0.290000916,0.500659943,-0.240001678,-0.690002441,-0.419998169,0.040000916,0.13999939,0.11000061,0.069999695,0.560001373,-0.364334106,0.799999237,-0.324996948,0.070001602,-0.545000076,-0.080001831
0.034999847,0.729999542,0.565002441,-0.057172775,0.034277916,0.069999695,-0.440002441,-0.039999962,0.118074417,0.680000305,0.379997253,0.086666107,-0.119998932,0.18999958,-0.149999619,-0.030002594,0.234909058,0.380001068,-0.040000916,1.75,-0.200000763,0.090000153,-0.420000076,0.040000916,-0.016666412,0.228391647,0.079998016,0.020000458,0.399999619,0.425001144,0.470001221,23,0.183811188,0.644996643,1.069999695,0.036428571,-0.450000763,-0.210000992,-0.170000076,-0.289855957,0.720001221,0.960002899,0.060001373,0.180000305,-0.030002594,0.009998322,0.059999466,-0.13999939,0.230106354,-0.290000916,0.799999237,0.470001221,0.109998703,0.779998779
0.385002136,0.079998016,0.165000916,-0.114347458,-0.020565987,0.280000687,0.400001526,-0.076665878,0.049954414,1.150001526,0.36000061,0.193332672,0.189998627,0.059999466,0.020000458,0.010002136,0.212322235,-0.010002136,-0.029998779,-0.489997864,-0.049999237,-0.049999237,-0.350000381,0.240001678,0.053333282,0.088560104,-0.420001984,-0.469999313,0.200000763,0.224998474,0.200000763,-1.800048828,0.498924255,0.11000061,0.329994202,0.006428599,0.970001221,-0.020000458,-0.149999619,0.316204071,-0.229999542,0.189998627,-0.069999695,0.470001221,-0.079998016,0.150001526,-0.020000458,0.060001373,-0.191753387,0.010002136,0.604999542,0.569999695,-0.14499855,0.090000153
-0.11000061,0.470001221,0.370002747,0.506940842,0.267367363,-0.13999939,-0.239997864,0.146666527,-0.172570229,-0.650001526,-0.239997864,-0.279998779,-0.170001984,0.220000267,0.060001373,-0.100002289,-0.081314087,0.340000153,0.319999695,-0.200004578,0.079999924,0.650001526,0.309999466,0.420001984,0.069999695,0.163137436,0.425003052,-0.100000381,-0.13999939,0.445001602,-0.069999695,-0.199951172,0.341365814,-0.075000763,-0.11000061,-0.013571382,0.11000061,-0.450000763,-0.51999855,0.052703857,0.010002136,-0.239997864,-0.069999695,0.219997406,0.220001221,0.379997253,0.100000381,0.049999237,-0.182167053,-0.159999847,0.784999847,0.590000153,0.219999313,0.595001221
-0.174999237,-0.25,-0.25,0.263000488,-0.143966675,0.070001602,0.229995728,-0.083333015,0.099909782,-0.159999847,0.099998474,-0.260000229,0.080001831,0.040000916,0.090000153,-0.310001373,-0.252979279,0.029998779,0.090000153,0.459999084,0.120000839,0.299999237,-0.040000916,0.040000916,0.046667099,-0.344919205,0.200000763,0.334999084,0.26999855,0.299999237,0.25,-10.19995117,0.23633194,0.310001373,-0.120002747,-0.004285693,0,0.170000076,0.229999542,-0.2371521,-0.580001831,0.049999237,0.090000153,0.220001221,-0.060001373,0.400001526,-0.309999466,-0.279998779,-0.124637604,-0.459999084,0.13999939,-0.75,-0.340000153,-0.380001068
-0.005001068,-0.36000061,-0.680000305,-0.514564514,-0.482175827,0.129999161,-0.020004272,0.056667328,0.063578606,-0.209999084,0.449996948,0.133335114,0.25,0.130000114,0.010000229,0.340000153,0.356884003,0.180000305,0.199998856,-0.199996948,-0.13999939,-0.189998627,-0.239999771,0.419998169,0.07333374,0.563989639,-0.075000763,-0.099998474,0.380001068,0.375,-0.11000061,-1.400024414,0.183815002,0.299999237,0.209999084,0.006428599,0.38999939,-0.079999924,-0.270000458,0.553359985,0,0.159999847,0.459999084,0.169998169,-0.099998474,0.049999237,0.049999237,0.079998016,0.019172668,0.220001221,0,0.38999939,0.225000381,-0.400001526
-0.069999695,-0.200000763,-0.259998322,-0.323984146,-0.073125839,-0.409999847,-0.349998474,-0.13333416,-0.295186043,-0.690002441,-0.61000061,-0.180000305,-0.299999237,-0.609999657,-0.390001297,-0.590000153,-0.271053314,0.280002594,-0.334999084,-0.690002441,-0.260000229,-0.349998474,-0.300001144,-0.420001984,0,0.018644333,-0.294998169,-0.170000076,-0.530000687,-0.129999161,-0.259998322,-7,-0.218822479,-0.26499939,-2.069999695,-0.066428542,-0.540000916,0.060001373,-0.309999466,-0.2371521,0.119998932,-0.840000153,-0.590000153,-0.829998016,-0.279998779,-0.630001068,-0.13999939,-0.019996643,-0.805370331,0.430000305,-0.564998627,0.010002136,-0.260000229,-0.349998474
-0.120002747,0.169998169,-0.159999847,-0.202014923,-0.207952499,-0.020000458,0.36000061,0.069999695,0.022706985,-0.670001984,0.069999695,0.033332825,-0.189998627,0.100000381,0.079999924,-2.040000916,0.158111572,-0.220001221,0.225000381,-0.25,-0.390001297,1.149997711,-0.349998474,0.400001526,-0.076667786,0.116527557,0.790000916,0.11000061,-0.030000687,0.149999619,0.159999847,9,0.420146942,0.209999084,-0.650001526,0.005714297,-0.189998627,0.229999542,-0.280000687,0.052700043,-0.709999084,0.060001373,-0.020000458,0.079998016,-0.119998932,-0.180000305,-0.260000229,-0.299999237,0.987533569,0.290000916,-0.169998169,-0.450000763,0.154998779,-0.770000458
-0.439998627,-0.380001068,-0.194999695,-0.449766159,0.070840836,-0.079999924,-0.459999084,-0.093333244,-0.031788826,-0.100002289,-0.620002747,0.013336182,-0.049999237,-0.050000191,-0.079999924,0.659999847,0.081314087,0.25,-0.444999695,0.470001221,0.120000839,-0.540000916,-0.350000381,0.11000061,-0.119998932,0.051271439,0.030002594,0.364999771,0.340000153,-0.075000763,0.200000763,-3,0.253837585,-0.005001068,-0.880004883,0.014999986,-0.419998169,-0.040000916,-0.309999466,0.395256042,-0.020000458,0.090000153,0.130001068,0.220001221,-0.189998627,-0.129997253,-0.079999924,-0.430000305,0.402683258,-0.630001068,-0.150001526,-0.230003357,-0.020000458,0.23500061
0.739997864,0.13999939,0.134998322,0.769939423,0.228518486,-0.289999008,-0.650001526,-0.113333702,-0.072660446,0.340000153,-0.319999695,-0.380001068,-0.319999695,-0.180000305,0.050001144,0.950000763,-0.072280884,0.340000153,0.115001678,-0.379997253,-0.049999237,-0.330001831,-0.049999237,-0.36000061,0,-0.027967453,-0.375,-0.340000153,-0.159999847,-0.034999847,-0.189998627,-15,0.096282959,-0.144996643,-0.719993591,0.003571391,-0.060001373,-0.120000839,-0.299999237,-0.237155914,0.560001373,-0.279998779,0.189998627,0.050003052,-0.060001373,-0.319999695,-0.030000687,-0.13999939,-0.469799042,0.010002136,-0.094997406,0.020000458,-0.034999847,-0.5
0.465000153,0.819999695,0.284999847,0.396404266,0.098262787,0.390001297,1.949996948,0.206666946,0.108991623,1.869998932,1.200004578,0.526664734,0.86000061,0.380000114,0.459999084,1,1.192619324,0.150001526,0.344999313,1.099998474,0.25,0.599998474,-0.070001602,0.069999695,0.14666748,0.302968979,0.900001526,0.170000076,0.509998322,0.209999084,0.75,45.59997559,0.577697754,0.61000061,1.379997253,0.064999938,0.810001373,0.670000076,0.590000153,0.289852142,0.659999847,0.650001526,0.700000763,0.63999939,0.569999695,0.470001221,0.439998627,0.209999084,1.409393311,0.5,0.580001831,0.259998322,0.570001602,0.424999237
-0.340000153,-0.229999542,-0.344997406,-0.190578461,0.004570961,0.149999619,-0.290000916,-0.020000458,0.11353302,0.829998016,-0.220001221,0.033332825,0.220001221,0.340000153,-0.050001144,0.369998932,0.045173645,0.409999847,-0.099998474,0.279998779,0.209999084,-0.569999695,0.11000061,0.560001373,0.046665192,0.00466156,0.294998169,0.364999771,0.11000061,0.184999466,-0.019996643,3.199951172,0.087532043,0.415000916,0.36000061,0.012857199,0.240001678,0.11000061,-0.289999008,0.737815857,0.289997101,0.079998016,-0.189998627,0.209999084,0.219997406,0.270000458,0.13999939,0.459999084,0.115055084,-0.13999939,-0.295001984,0.180000305,-0.055000305,0.099998474
-0.084999084,-0.280002594,-0.409999847,-0.350664139,-0.290219307,0.030000687,-0.160003662,-0.186666489,-0.149863243,2.349998474,0.400001526,0.033332825,0.049999237,-0.159999847,0.309999466,0.189998627,0.731834412,1.200000763,0.209999084,0.399993896,0.319999695,0.059997559,-0.079999924,-0.040000916,0.160001755,-0.013982773,0.424999237,-0.184999466,-0.039999008,-0.25,-0.040000916,6,0.36762619,-0.194999695,-0.909996033,-0.020714283,0.140003204,0,0.690000534,0.079051971,0.979999542,0.470001221,0.479999542,0.340000153,0.419998169,0.400001526,0.220001221,0.619998932,0.268455505,0.109996796,0.435001373,-0.119998932,0.354999542,-0.040000916
-0.439998627,0.150001526,0.200000763,-0.198202133,0.258226395,0.090000153,0.109992981,-0.176667213,-0.049954414,1.229999542,0.349998474,0.040000916,0.259998322,-0.179999352,0.100000381,0.380001068,-0.39302063,-0.200000763,-0.015001297,-0.440002441,0.039999008,-0.180000305,-0.219999313,0.030002594,-0.020000458,0.032627106,-0.23500061,-0.190000534,-0.149999619,-0.100000381,-0.029998779,4,-0.192565918,0.259998322,0.620002747,-0.001428366,-0.099998474,-0.229999542,0.150001526,-0.158103943,-0.259998322,-0.240001678,-0.100002289,0.079998016,-0.049999237,-0.270000458,-0.170001984,0.119998932,-0.508152008,-0.129997253,0.13999939,-0.11000061,-0.145000458,0.049999237
